Date,BHP,CBA,CSL,NAB,WBC,ANZ,MQG,WES,GMG,FMG
2024-01-31,44.80,113.30,297.65,31.81,23.53,26.42,186.66,56.50,25.49,27.26
2024-02-01,44.65,110.00,292.78,31.13,23.13,26.15,184.41,56.35,25.30,26.92
2024-02-02,45.12,111.65,295.77,31.47,23.40,26.48,187.50,57.17,26.86,27.13
2024-02-05,44.02,111.33,296.21,31.56,23.53,26.43,186.48,56.54,26.96,26.37
2024-02-06,43.56,110.26,297.91,31.42,23.50,26.65,184.58,56.40,26.62,25.59
2024-02-07,44.01,110.43,300.88,31.35,23.62,26.64,185.92,55.89,26.71,25.85
2024-02-08,44.00,111.70,299.08,31.67,23.75,26.86,187.51,56.14,26.55,25.99
2024-02-09,43.88,112.06,300.91,31.59,23.71,26.89,187.09,56.44,26.53,25.79
2024-02-12,43.66,111.57,286.35,31.86,23.84,27.24,184.39,56.51,26.62,26.00
2024-02-13,43.90,111.83,278.47,32.13,23.89,27.41,182.54,56.60,26.50,25.80
2024-02-14,43.55,109.97,276.43,31.72,23.47,27.02,182.22,57.24,26.49,25.27
2024-02-15,42.81,110.05,279.10,32.05,23.71,27.41,188.26,60.13,28.35,25.62
2024-02-16,43.23,112.10,280.19,32.27,23.91,27.61,188.86,61.14,28.49,25.91
2024-02-19,43.64,112.92,277.26,32.37,24.56,27.69,188.19,62.15,27.96,25.91
2024-02-20,43.16,112.74,278.49,32.68,25.20,27.08,187.21,62.08,28.59,25.74
2024-02-21,42.15,112.57,280.46,32.80,25.19,27.30,187.13,62.88,28.55,24.86
2024-02-22,41.99,112.40,281.20,32.67,25.17,27.22,188.04,62.71,28.51,25.39
2024-02-23,42.22,112.77,281.51,33.04,25.24,27.48,189.23,64.02,28.62,25.74
2024-02-26,41.67,113.84,283.47,33.08,25.34,27.56,190.36,65.17,28.83,25.41
2024-02-27,41.74,115.02,281.67,33.25,25.54,27.70,191.78,65.61,28.65,25.11
2024-02-28,41.65,113.88,281.79,33.06,25.50,27.67,189.84,64.97,28.70,24.69
2024-02-29,41.64,114.33,282.40,33.02,25.64,27.64,190.93,65.66,29.77,24.63
2024-03-01,42.57,115.26,278.56,33.22,25.70,27.93,190.47,65.41,30.35,24.89
2024-03-04,41.92,116.00,275.73,33.31,25.95,27.99,188.98,65.29,31.06,24.08
2024-03-05,42.30,114.85,279.20,32.94,25.93,27.91,188.48,64.12,30.87,24.54
2024-03-06,42.03,116.19,278.51,33.27,26.22,28.19,189.49,64.57,30.95,24.46
2024-03-07,42.62,117.11,278.07,33.49,26.27,28.46,190.98,65.53,30.84,24.73
2024-03-08,42.71,119.28,281.64,34.26,26.96,28.96,194.82,66.06,30.66,24.65
2024-03-11,41.61,116.01,279.19,33.21,26.10,28.41,193.13,65.09,30.02,23.78
2024-03-12,41.32,115.63,279.85,33.06,26.28,28.46,193.84,65.50,29.97,23.51
2024-03-13,40.77,115.44,278.00,33.62,26.76,28.95,195.63,66.50,30.72,23.27
2024-03-14,41.85,114.14,280.65,32.69,25.76,27.86,193.40,66.33,30.83,23.30
2024-03-15,41.21,113.47,278.21,32.99,25.49,27.87,193.77,66.13,30.73,22.76
2024-03-18,41.21,114.37,277.57,33.21,25.62,28.04,194.53,65.53,29.61,22.50
2024-03-19,42.36,113.71,277.17,33.12,25.54,27.98,193.39,65.08,30.29,23.31
2024-03-20,42.57,113.58,276.88,33.09,25.48,27.87,192.81,65.18,30.29,23.51
2024-03-21,42.90,115.89,274.31,33.94,25.95,28.18,195.54,66.05,30.87,23.90
2024-03-22,42.55,115.38,278.93,33.92,25.76,28.21,195.04,66.25,31.91,23.40
2024-03-25,42.64,116.66,281.66,33.72,25.73,28.32,193.55,66.42,33.10,24.22
2024-03-26,42.39,116.48,280.45,33.62,25.53,28.23,194.54,66.14,32.79,23.93
2024-03-27,42.45,117.85,284.30,33.85,25.30,28.43,193.96,66.58,33.03,23.92
2024-03-28,43.02,118.18,285.86,33.80,25.40,28.56,195.72,67.39,33.66,24.41
2024-04-02,43.86,117.92,283.63,33.98,25.41,28.55,194.38,66.70,33.24,24.14
2024-04-03,43.59,115.70,280.29,33.60,25.14,28.11,191.39,65.52,32.36,23.92
2024-04-04,43.49,116.23,279.98,33.56,25.33,28.33,192.83,65.65,32.53,23.70
2024-04-05,43.10,115.93,278.05,33.50,25.32,28.31,191.10,65.64,32.19,23.53
2024-04-08,43.00,116.07,279.45,33.62,25.39,28.39,189.10,65.96,32.01,23.61
2024-04-09,43.86,117.02,278.08,33.79,25.68,28.57,187.63,66.23,31.67,23.99
2024-04-10,44.18,116.09,281.34,33.79,25.68,28.54,187.43,66.90,32.19,24.45
2024-04-11,44.64,114.72,278.39,33.47,25.40,28.13,186.11,66.18,31.93,24.48
2024-04-12,44.24,114.16,279.68,33.32,25.32,28.12,185.99,65.71,31.90,24.46
2024-04-15,44.48,112.59,276.56,33.11,25.46,28.17,184.48,65.67,31.63,24.45
2024-04-16,43.70,110.19,272.73,32.55,24.86,27.55,182.27,64.18,31.02,23.77
2024-04-17,43.19,109.94,270.67,32.35,24.89,27.56,180.52,64.60,31.16,23.74
2024-04-18,43.82,110.71,269.46,32.64,25.04,27.75,182.61,64.77,30.84,23.84
2024-04-19,43.37,109.86,267.56,32.26,24.81,27.44,179.68,64.29,30.36,23.36
2024-04-22,44.14,110.86,273.50,32.59,25.04,27.42,182.89,64.66,30.49,23.54
2024-04-23,44.22,112.53,276.97,33.02,25.27,27.66,185.10,64.30,30.72,23.36
2024-04-24,43.95,112.94,276.46,33.18,25.49,27.73,183.82,64.53,31.22,23.52
2024-04-26,41.93,110.97,271.34,32.70,25.00,27.19,182.70,63.86,30.68,24.30
2024-04-29,41.76,111.80,273.03,32.81,25.07,27.27,183.87,64.65,31.06,24.38
2024-04-30,41.82,112.49,274.78,32.98,25.26,27.36,183.74,65.80,31.55,24.74
2024-05-01,41.13,111.88,272.53,32.97,25.10,27.28,182.15,65.03,31.37,24.05
2024-05-02,41.18,112.94,273.42,33.45,25.33,27.42,184.25,65.50,31.63,24.28
2024-05-03,41.21,113.17,273.83,33.57,25.71,27.67,180.17,67.30,32.49,24.37
2024-05-06,41.54,114.50,273.53,33.82,26.39,27.95,182.79,68.13,33.83,25.00
2024-05-07,42.19,116.87,277.56,34.14,27.14,27.97,187.29,69.62,34.23,25.43
2024-05-08,42.16,117.60,277.90,33.96,27.14,28.29,186.90,69.41,34.14,25.30
2024-05-09,41.85,114.99,275.07,33.52,26.32,27.97,187.21,67.01,33.61,25.08
2024-05-10,41.70,115.44,277.18,33.81,26.66,28.26,189.42,66.95,33.50,24.89
2024-05-13,42.03,116.99,277.92,34.04,26.68,28.21,190.07,67.48,33.60,24.74
2024-05-14,41.93,117.19,277.58,33.99,26.60,28.01,189.88,67.81,33.33,24.51
2024-05-15,42.85,117.78,281.03,33.75,26.36,27.68,187.98,68.03,33.23,24.72
2024-05-16,43.28,120.07,284.90,34.56,26.73,28.26,193.34,68.67,34.58,25.27
2024-05-17,43.62,118.87,278.00,34.53,26.77,28.13,190.86,67.38,34.20,25.59
2024-05-20,44.43,119.59,275.91,34.73,26.97,28.18,194.10,67.09,33.84,25.87
2024-05-21,44.74,119.61,275.64,34.71,27.07,28.31,193.20,67.35,33.61,25.65
2024-05-22,44.94,119.32,276.10,34.79,27.07,28.62,195.69,66.14,33.78,25.93
2024-05-23,43.64,118.57,279.98,34.40,26.87,28.38,193.74,65.33,34.02,25.63
2024-05-24,43.38,116.74,278.91,33.96,26.56,28.11,192.21,62.88,33.52,25.42
2024-05-27,43.88,117.95,278.63,34.23,26.75,28.43,193.59,63.66,34.30,25.18
2024-05-28,43.81,118.16,279.94,34.28,26.64,28.57,191.97,63.38,34.11,25.18
2024-05-29,43.81,116.22,276.21,33.65,26.01,27.87,189.48,62.68,33.93,24.28
2024-05-30,43.05,115.88,276.33,33.61,25.93,27.93,188.37,63.20,34.00,23.53
2024-05-31,43.25,117.40,278.10,33.91,25.98,28.25,190.95,63.93,33.38,23.50
2024-06-03,43.55,119.12,279.33,34.46,26.63,28.58,192.14,64.41,33.99,23.53
2024-06-04,43.03,120.27,279.98,34.56,26.74,28.59,192.51,64.44,34.18,23.10
2024-06-05,42.66,121.26,283.82,34.80,26.76,28.78,193.25,64.64,34.71,22.91
2024-06-06,42.81,122.61,287.43,35.00,26.97,29.06,195.22,65.29,34.93,22.85
2024-06-07,43.27,123.30,286.93,35.23,26.97,29.18,196.27,66.15,35.16,23.14
2024-06-11,42.51,122.69,284.25,34.87,26.69,28.91,193.84,66.49,34.58,22.41
2024-06-12,42.27,121.88,280.21,34.74,26.71,28.78,192.56,65.64,34.57,22.12
2024-06-13,41.98,123.23,285.90,35.01,26.88,28.77,191.43,66.44,35.38,22.24
2024-06-14,41.87,123.07,287.03,35.02,26.79,28.75,190.74,66.40,35.62,22.03
2024-06-17,41.34,123.24,286.73,35.26,26.97,28.80,190.62,66.28,35.18,21.82
2024-06-18,41.59,125.69,291.77,36.00,27.22,29.24,195.66,66.67,35.52,20.69
2024-06-19,41.53,124.67,290.90,36.17,27.12,29.13,197.79,66.81,35.28,20.76
2024-06-20,41.54,125.46,288.66,36.19,27.25,29.19,196.50,66.52,35.39,20.80
2024-06-21,41.57,125.39,290.90,36.21,27.24,28.94,199.03,65.86,35.73,20.62
2024-06-24,41.23,124.53,289.92,35.96,27.15,28.65,199.27,64.34,35.03,20.19
2024-06-25,42.10,126.33,291.60,36.69,27.47,28.82,203.93,65.17,35.35,20.58
2024-06-26,42.12,124.63,292.77,36.29,27.31,28.45,203.73,63.77,34.63,20.54
2024-06-27,41.93,123.94,293.05,36.03,27.09,28.29,203.81,64.16,34.48,20.58
2024-06-28,41.48,125.10,293.10,36.23,27.23,28.24,204.69,64.22,34.75,20.33
